"","x"
"1",0.88792947412232
"2",0.786701226208884
"3",0.786701226208884
"4",0.834590168433365
"5",0.869074666596433
"6",0.9421567638999
"7",0.869074666596433
"8",0.86362430313196
"9",0.667339570525797
"10",0.834590168433365
"11",0.805288621665821
"12",0.862203908931296
"13",0.86369833678724
