"","x"
"1",0.961011571425787
"2",0.763117454974761
"3",0.744262647448874
"4",0.913122629201305
"5",0.834590168433365
"6",0.834590168433365
"7",0.961011571425787
"8",0.869074666596433
"9",0.773296782147469
"10",0.913122629201305
"11",0.714955585487935
"12",0.805288621665821
"13",0.805288621665821
